Aircraft Type,"Fuel Consumption, SAR (kg/km/seat)",Master Emission Calculator (kg/km/seat),Travel Cost by Airplane (AUD),Empty Weight (kg) (normalized),Maximum Takeoff Weight (kg) (normalized),Maximum Landing Weight (kg) (normalized),Cargo Capacity (kg) (normalized),Cargo Capacity (cu ft)
Embraer E190,0.02391,0.03225,10.16175,179.1115505,362.0096411,332.698025,114.8869442,25.30549432
Embraer E190,0.02391,0.03225,10.16175,489.3833219,763.5183891,732.2586861,246.1742192,54.2233963
Embraer E190,0.02391,0.03225,10.16175,981.8538588,3610.72361,3514.642024,121.9902679,26.87010306
Embraer E190,0.02391,0.03225,10.16175,1082.486677,4010.988967,3660.253188,166.4105278,36.65430128
Embraer E190,0.02391,0.03225,10.16175,661.6762055,2064.392855,1482.612817,266.5604518,58.7137559
Embraer E190,0.02391,0.03225,10.16175,588.5764471,1286.339271,626.1741346,1089.858425,240.0569218
Embraer E190,0.02391,0.03225,10.16175,857.6723582,1594.791328,969.4846398,116.0722529,25.56657553
Embraer E190,0.02391,0.03225,10.16175,4502.158416,15521.00727,8757.557798,1611.127576,354.8739154
Embraer E190,0.02391,0.03225,10.16175,1141.974871,2384.516827,1505.909223,221.5056178,48.78978366
Embraer E190,0.02391,0.03225,10.16175,554.505727,1889.373728,1390.386477,260.0092651,57.27076324
Embraer E190,0.02391,0.03225,10.16175,1429.708477,3297.893766,2971.964029,835.7691092,184.0901122
Embraer E190,0.02391,0.03225,10.16175,475.4834988,1573.212839,1115.959282,2.846393442,0.626958908
Embraer E190,0.02391,0.03225,10.16175,1147.421359,3562.369496,2421.784551,225.9093916,49.75977789
Embraer E190,0.02391,0.03225,10.16175,278.1550318,1380.157416,762.1366083,170.2128428,37.49181559
Embraer E190,0.02391,0.03225,10.16175,570.0980514,2292.422686,1244.379463,9.205447902,2.027631696
Embraer E190,0.02391,0.03225,10.16175,673.3640164,2791.243552,1576.785186,185.2468165,40.80326355
Embraer E190,0.02391,0.03225,10.16175,2821.44769,5293.351135,4859.478903,747.1530218,164.5711502
Embraer E190,0.02391,0.03225,10.16175,293.7915864,844.7832945,842.0081103,396.5114437,87.3373224
Embraer E190,0.02391,0.03225,10.16175,781.2348509,2351.137618,1791.156788,158.030135,34.80839978
Embraer E190,0.02391,0.03225,10.16175,61.94126824,289.0835122,144.8107029,302.7823113,66.69213905
Embraer E190,0.02391,0.03225,10.16175,223.7332213,643.7277289,415.2027076,36.62594547,8.06738887
Embraer E190,0.02391,0.03225,10.16175,218.3506771,846.2258782,297.9963581,206.0613143,45.38795469
Embraer E190,0.02391,0.03225,10.16175,760.4287679,1193.093035,834.9825854,86.1665831,18.97942359
Embraer E190,0.02391,0.03225,10.16175,233.0112825,993.3145681,589.001303,219.1217346,48.26469925
Embraer E190,0.02391,0.03225,10.16175,190.1554414,668.4443663,240.0942189,14.70645911,3.239308174
Embraer E190,0.02391,0.03225,10.16175,841.3936756,3681.844228,1853.728858,365.5479361,80.51716654
Embraer E190,0.02391,0.03225,10.16175,312.6166045,1085.589846,562.5529896,13.15260725,2.897050055
Embraer E190,0.02391,0.03225,10.16175,1187.052748,2929.631591,1540.371667,73.93137425,16.28444367
Embraer E190,0.02391,0.03225,10.16175,829.2361448,2294.789017,947.6165557,278.8350189,61.41740504
Embraer E190,0.02391,0.03225,10.16175,1970.058687,5233.261407,4863.202746,563.2306519,124.059615
Embraer E190,0.02391,0.03225,10.16175,1368.33019,3890.643871,2119.946318,491.1918399,108.1920352
Embraer E190,0.02391,0.03225,10.16175,564.9030095,2207.482566,1175.349637,169.5314121,37.34172073
Embraer E190,0.02391,0.03225,10.16175,269.5409671,1284.505727,735.9710655,38.81494424,8.549547189
Embraer E190,0.02391,0.03225,10.16175,504.8668814,2076.691535,1103.772286,116.897168,25.74827489
Embraer E190,0.02391,0.03225,10.16175,663.1675058,1791.743702,905.0223014,189.0939732,41.65065489
Embraer E190,0.02391,0.03225,10.16175,519.1738235,702.7014752,650.5123553,88.23417082,19.43483939
Embraer E190,0.02391,0.03225,10.16175,346.291117,1693.632378,849.1924193,131.1174769,28.88050152
Embraer E190,0.02391,0.03225,10.16175,1116.941383,2794.763467,1956.827441,183.2312147,40.35929839
Embraer E190,0.02391,0.03225,10.16175,478.9778855,1241.097881,1076.65193,113.8896395,25.08582368
Embraer E190,0.02391,0.03225,10.16175,241.0618045,399.6061979,288.8549647,173.3753113,38.18839456
Embraer E190,0.02391,0.03225,10.16175,412.0956864,1633.473178,1324.550176,114.4696971,25.21358967
Embraer E190,0.02391,0.03225,10.16175,509.9905649,734.046561,637.2231392,40.40226564,8.899177454
Embraer E190,0.02391,0.03225,10.16175,369.6372858,751.8454608,444.3888307,26.80891384,5.905047101
Embraer E190,0.02391,0.03225,10.16175,1127.970564,4157.629244,1479.036194,128.8030082,28.37070665
Embraer E190,0.02391,0.03225,10.16175,216.400566,522.6724555,520.0139692,108.3642474,23.86877696
Embraer E190,0.02391,0.03225,10.16175,250.2301523,1075.130832,782.7043682,98.63051529,21.7247831
Embraer E190,0.02391,0.03225,10.16175,856.1624548,1067.474005,1056.764223,157.274461,34.64195176
Embraer E190,0.02391,0.03225,10.16175,274.2992925,992.4169507,401.0439156,613.0655371,135.0364619
Embraer E190,0.02391,0.03225,10.16175,3929.201303,7338.45569,5038.5362,1078.23135,237.4958921
Embraer E190,0.02391,0.03225,10.16175,33.41564568,157.66083,155.419601,379.2932132,83.54476062
Embraer E190,0.02391,0.03225,10.16175,191.570813,797.8120482,323.2058044,99.03897779,21.81475282
Embraer E190,0.02391,0.03225,10.16175,637.159932,3177.840979,1946.224195,136.706182,30.11149383
Embraer E190,0.02391,0.03225,10.16175,13.46607036,57.44960052,48.30108172,96.17629703,21.18420639
Embraer E190,0.02391,0.03225,10.16175,10.17694719,33.89728837,26.0980883,194.957517,42.94218436
Embraer E190,0.02391,0.03225,10.16175,63.34712564,80.75328343,65.13316798,12.52161619,2.75806524
Embraer E190,0.02391,0.03225,10.16175,323.7058168,594.0740113,412.6198092,167.725056,36.94384493
Embraer E190,0.02391,0.03225,10.16175,280.5085378,341.903918,302.9962909,19.77892993,4.356592496
Embraer E190,0.02391,0.03225,10.16175,410.0999565,1863.046679,761.1563364,42.46254397,9.352983253
Embraer E190,0.02391,0.03225,10.16175,2112.251585,6041.155047,2423.542899,504.5599295,111.1365483
Embraer E190,0.02391,0.03225,10.16175,1085.154913,5061.998463,2765.852997,1530.703866,337.1594419
Embraer E190,0.02391,0.03225,10.16175,741.9364506,3269.521765,2360.865637,173.4492987,38.20469134
Embraer E190,0.02391,0.03225,10.16175,932.1811286,4099.864685,961.3178555,531.8020393,117.1370131
Embraer E190,0.02391,0.03225,10.16175,3383.410812,3626.849619,3600.311934,159.5473522,35.14258859
Embraer E190,0.02391,0.03225,10.16175,591.4291479,2058.251186,1423.386744,128.6388712,28.33455313
Embraer E190,0.02391,0.03225,10.16175,480.2758939,2320.818032,2132.965787,387.1543463,85.27628773
Embraer E190,0.02391,0.03225,10.16175,418.065607,1475.359354,1185.454018,163.3819938,35.9872233
Embraer E190,0.02391,0.03225,10.16175,190.8345729,766.0489359,329.5971761,68.34001955,15.05286774
Embraer E190,0.02391,0.03225,10.16175,638.6799737,2673.012021,1248.352111,754.2221426,166.1282252
Embraer E190,0.02391,0.03225,10.16175,527.9176678,840.6605075,534.7156397,108.098151,23.81016542
Embraer E190,0.02391,0.03225,10.16175,626.2134522,1218.143472,1208.473112,164.7856368,36.29639577
Embraer E190,0.02391,0.03225,10.16175,874.4619261,4301.549116,1247.611621,80.30328387,17.68794799
Embraer E190,0.02391,0.03225,10.16175,6.612216906,10.02854323,7.011154208,160.013587,35.24528348
Embraer E190,0.02391,0.03225,10.16175,160.8938005,399.7022243,309.8358446,184.1067894,40.55215626
Embraer E190,0.02391,0.03225,10.16175,120.3831391,199.5948682,168.078672,13.49208084,2.971823974
Embraer E190,0.02391,0.03225,10.16175,300.628394,609.754416,556.7512096,110.2149282,24.2764159
Embraer E190,0.02391,0.03225,10.16175,246.1027901,434.3604832,385.4392037,134.4659718,29.61805546
Embraer E190,0.02391,0.03225,10.16175,241.8131962,398.9456509,364.9561364,183.3811496,40.3923237
Embraer E190,0.02391,0.03225,10.16175,3556.996925,12248.49603,9980.487168,1270.845991,279.9220244
Embraer E190,0.02391,0.03225,10.16175,135.4568128,350.9515172,255.1147181,371.5729948,81.84427198
Embraer E190,0.02391,0.03225,10.16175,646.3558303,3158.517882,1089.006958,120.4852009,26.53859051
Embraer E190,0.02391,0.03225,10.16175,739.9711252,1324.899132,1168.293856,598.1458332,131.7501835
Embraer E190,0.02391,0.03225,10.16175,314.3313525,625.8964767,327.9516978,184.2875044,40.59196132
Embraer E190,0.02391,0.03225,10.16175,644.3009812,1038.511872,961.6697544,23.14040281,5.097005024
Embraer E190,0.02391,0.03225,10.16175,707.3500566,919.8415451,742.7876445,178.3676676,39.28803251
Embraer E190,0.02391,0.03225,10.16175,2820.774064,7018.709994,4456.953588,149.5496139,32.94044359
Embraer E190,0.02391,0.03225,10.16175,614.6010599,1835.231618,1394.954536,202.0338637,44.50085104
Embraer E190,0.02391,0.03225,10.16175,154.9270993,588.1242084,163.9792978,97.66454775,21.51201492
Embraer E190,0.02391,0.03225,10.16175,121.9157112,191.6932095,143.47611,6.692615465,1.474144376
Embraer E190,0.02391,0.03225,10.16175,395.9527603,1492.989251,1296.91776,209.8545938,46.22347881
Embraer E190,0.02391,0.03225,10.16175,1377.982788,1400.354871,1387.270783,411.8964281,90.72608548
Embraer E190,0.02391,0.03225,10.16175,810.9851839,873.7093657,853.1579967,992.1650884,218.5385657
Embraer E190,0.02391,0.03225,10.16175,378.8907937,1378.235578,1160.531134,237.4977584,52.31228159
Embraer E190,0.02391,0.03225,10.16175,3735.506163,9914.960718,4828.078265,1444.149404,318.0945824
Embraer E190,0.02391,0.03225,10.16175,265.6745066,836.9382747,633.6341306,170.6349223,37.58478465
Embraer E190,0.02391,0.03225,10.16175,426.4783454,685.2746727,653.9813683,175.1625073,38.58205007
Embraer E190,0.02391,0.03225,10.16175,671.8617849,3126.702795,785.364753,37.445419,8.247889648
Embraer E190,0.02391,0.03225,10.16175,134.8235023,496.3082099,476.8756254,412.6814449,90.89899667
Embraer E190,0.02391,0.03225,10.16175,646.2918526,3048.133658,1739.058991,269.8162248,59.43088652
Embraer E190,0.02391,0.03225,10.16175,433.790265,1438.946543,1112.359749,240.2385722,52.91598507
Embraer E190,0.02391,0.03225,10.16175,575.091032,2598.495984,748.4150284,79.83577128,17.58497165
Embraer E190,0.02391,0.03225,10.16175,1277.881201,5235.525579,3845.475494,1027.342058,226.2867969
Embraer E190,0.02391,0.03225,10.16175,784.9302351,3702.000839,1944.145521,184.9511178,40.73813167
Embraer E190,0.02391,0.03225,10.16175,279.9124998,513.0095252,512.2573752,375.2528306,82.6548085
Embraer E190,0.02391,0.03225,10.16175,171.2247391,845.5595145,691.8422171,156.4671102,34.46412119
Embraer E190,0.02391,0.03225,10.16175,323.452652,1183.042257,693.5102509,64.80498583,14.27422595
Embraer E190,0.02391,0.03225,10.16175,273.2696671,848.8141056,609.2596186,353.4831989,77.85973544
Embraer E190,0.02391,0.03225,10.16175,411.5390961,755.5934483,675.2486176,43.13161392,9.500355489
Embraer E190,0.02391,0.03225,10.16175,497.0971221,963.2113263,731.10487,345.5390394,76.10992057
Embraer E190,0.02391,0.03225,10.16175,112.9380166,236.140198,123.7158927,657.4291271,144.8081778
Embraer E190,0.02391,0.03225,10.16175,509.6098507,2164.449509,1789.433128,78.27383147,17.24093204
Embraer E190,0.02391,0.03225,10.16175,622.4553793,2016.004969,1971.851288,114.1614551,25.14569496
Embraer E190,0.02391,0.03225,10.16175,1614.697666,6479.687739,4503.155612,254.7137572,56.10435181
Embraer E190,0.02391,0.03225,10.16175,1284.474275,3032.345469,1398.966569,1178.298287,259.5370676
Embraer E190,0.02391,0.03225,10.16175,660.8375142,1832.68072,834.7058507,24.5313334,5.403377401
Embraer E190,0.02391,0.03225,10.16175,461.6675224,1559.934419,964.0461761,120.9555774,26.64219767
Embraer E190,0.02391,0.03225,10.16175,291.5079445,698.4613828,627.5995448,189.4206393,41.72260778
Embraer E190,0.02391,0.03225,10.16175,1922.751723,2620.664084,2402.512274,634.7297494,139.8083148
Embraer E190,0.02391,0.03225,10.16175,1791.092884,7163.693233,1834.45918,432.0234749,95.1593557
Embraer E190,0.02391,0.03225,10.16175,180.1518403,878.2843326,225.2437019,55.44599578,12.2127744
Embraer E190,0.02391,0.03225,10.16175,548.8290302,1133.238907,986.6817302,57.49804794,12.66476827
Embraer E190,0.02391,0.03225,10.16175,25.05265897,110.3371695,32.43541872,275.5254704,60.6884296
Embraer E190,0.02391,0.03225,10.16175,1323.233149,1588.045208,1415.162926,138.0900262,30.41630533
Embraer E190,0.02391,0.03225,10.16175,149.5169482,604.8781633,309.0750683,201.1857836,44.31404925
Embraer E190,0.02391,0.03225,10.16175,230.2103245,383.709549,321.9136364,102.4180456,22.55904088
Embraer E190,0.02391,0.03225,10.16175,4112.396957,8987.137049,5404.157724,125.53822,27.65159031
Embraer E190,0.02391,0.03225,10.16175,715.3830677,1745.634961,844.9343755,159.3233107,35.09324024
Embraer E190,0.02391,0.03225,10.16175,71.80322966,86.92594297,80.02508263,368.5355597,81.17523341
Embraer E190,0.02391,0.03225,10.16175,499.29712,663.8637553,556.6283814,423.8509134,93.35923203
Embraer E190,0.02391,0.03225,10.16175,444.8598313,1820.582058,1646.331579,126.9006595,27.95168711
Embraer E190,0.02391,0.03225,10.16175,397.0951346,1847.186699,1027.905555,126.3655889,27.83383015
Embraer E190,0.02391,0.03225,10.16175,473.834127,854.1592688,745.9364666,152.6533771,33.62409187
Embraer E190,0.02391,0.03225,10.16175,2215.414305,3503.273693,3266.866911,216.4595775,47.67832104
Embraer E190,0.02391,0.03225,10.16175,1585.961132,3795.128644,3605.700631,94.77605676,20.87578343
Embraer E190,0.02391,0.03225,10.16175,317.5033731,409.5489867,342.3484396,405.2980429,89.27269667
Embraer E190,0.02391,0.03225,10.16175,3667.511332,5788.718537,4174.706682,732.4791475,161.3390193
Embraer E190,0.02391,0.03225,10.16175,513.2555129,1752.051973,784.6879869,280.3703418,61.75558189
Embraer E190,0.02391,0.03225,10.16175,382.4171281,791.4392181,473.2718282,95.88156226,21.11928684
Embraer E190,0.02391,0.03225,10.16175,564.0547651,1989.518366,1487.93968,286.6291672,63.1341778
Embraer E190,0.02391,0.03225,10.16175,428.1290548,958.5457527,564.599242,109.4485052,24.10760026
Embraer E190,0.02391,0.03225,10.16175,301.9858669,309.9042181,308.2614957,59.76881643,13.16493754
Embraer E190,0.02391,0.03225,10.16175,665.1842502,1259.324571,915.2579347,151.3119899,33.32863214
Embraer E190,0.02391,0.03225,10.16175,213.3268769,792.0329222,371.2980398,56.16335855,12.37078382
Embraer E190,0.02391,0.03225,10.16175,740.3853613,2505.355906,2313.45943,224.7903091,49.51328394
Embraer E190,0.02391,0.03225,10.16175,523.6876242,2090.326922,854.0737794,241.6022078,53.21634533
Embraer E190,0.02391,0.03225,10.16175,654.7917404,1300.653618,726.8066056,231.7492964,51.04610053
Embraer E190,0.02391,0.03225,10.16175,794.698647,2216.87971,1381.162833,376.8945004,83.01640978
Embraer E190,0.02391,0.03225,10.16175,1284.033973,2249.355186,1730.145114,906.3807844,199.6433446
Embraer E190,0.02391,0.03225,10.16175,48.93943855,145.9792023,95.15711696,121.7914049,26.82630064
Embraer E190,0.02391,0.03225,10.16175,37.81176728,154.0583477,79.26249225,123.0031067,27.09319531
Embraer E190,0.02391,0.03225,10.16175,622.0708736,2324.867659,996.3698407,102.9550551,22.67732491
Embraer E190,0.02391,0.03225,10.16175,186.8038151,336.9804665,323.9797379,76.87126466,16.93199662
Embraer E190,0.02391,0.03225,10.16175,1561.603774,3464.458154,2954.085312,134.0787999,29.53277531
Embraer E190,0.02391,0.03225,10.16175,436.5642786,2003.555673,1960.757938,235.5372592,51.88045357
Embraer E190,0.02391,0.03225,10.16175,729.2927393,2457.905555,2238.633873,286.4606688,63.09706361
Embraer E190,0.02391,0.03225,10.16175,2185.251146,9593.208879,3111.743082,1406.217064,309.7394414
Embraer E190,0.02391,0.03225,10.16175,769.6664079,1931.338085,1214.308059,624.8416476,137.6303189
Embraer E190,0.02391,0.03225,10.16175,157.8584363,683.4309514,586.6041283,160.8733315,35.43465452
Embraer E190,0.02391,0.03225,10.16175,1751.491785,3916.556321,1997.414997,430.4920604,94.82203974
Embraer E190,0.02391,0.03225,10.16175,159.4535369,369.2123535,179.6025907,304.3774335,67.04348756
Embraer E190,0.02391,0.03225,10.16175,186.4695893,504.4157966,362.9542457,391.2052019,86.16854667
Embraer E190,0.02391,0.03225,10.16175,478.5123507,1449.217113,835.280374,101.4061283,22.33615161
Embraer E190,0.02391,0.03225,10.16175,469.2121309,1316.513503,656.6488089,120.6177777,26.56779244
Embraer E190,0.02391,0.03225,10.16175,291.3672529,1146.156295,416.721616,112.4849253,24.77641526
Embraer E190,0.02391,0.03225,10.16175,332.7010677,887.3982826,411.0645511,203.8983653,44.91153421
Embraer E190,0.02391,0.03225,10.16175,235.4682733,351.0349911,256.7481371,127.6118138,28.10832903
Embraer E190,0.02391,0.03225,10.16175,267.8765347,271.5287356,270.8385901,37.05958238,8.162903608
Embraer E190,0.02391,0.03225,10.16175,667.0056455,945.8696945,919.9396861,215.768131,47.52602004
Embraer E190,0.02391,0.03225,10.16175,309.9727788,695.6439638,680.242721,48.99629106,10.79213459
Embraer E190,0.02391,0.03225,10.16175,101.5530896,478.1293438,301.3283714,37.16597827,8.186338826
Embraer E190,0.02391,0.03225,10.16175,266.2560991,703.7814748,511.5978007,91.18068252,20.08385078
Embraer E190,0.02391,0.03225,10.16175,155.4504518,283.7444719,270.9735337,496.0523858,109.26264
Embraer E190,0.02391,0.03225,10.16175,957.6873069,3165.161799,2369.33489,1355.75422,298.6242775
Embraer E190,0.02391,0.03225,10.16175,47.9288822,135.618732,87.76644661,56.42586218,12.428604
Embraer E190,0.02391,0.03225,10.16175,74.69752241,93.96274656,93.12341047,202.3819195,44.57751531
Embraer E190,0.02391,0.03225,10.16175,676.8023576,1878.895225,1547.529144,152.1290977,33.50861183
Embraer E190,0.02391,0.03225,10.16175,802.8364782,3006.142004,2486.371778,386.2446158,85.07590656
Embraer E190,0.02391,0.03225,10.16175,605.4295034,1505.497791,959.1824632,1457.592482,321.0556128
Embraer E190,0.02391,0.03225,10.16175,524.3113685,649.5682886,573.3908704,90.10531354,19.84698536
Embraer E190,0.02391,0.03225,10.16175,633.1485538,2611.14175,1412.918744,368.3949727,81.14426711
Embraer E190,0.02391,0.03225,10.16175,687.9392954,1392.35906,1331.434359,135.707852,29.89159736
Embraer E190,0.02391,0.03225,10.16175,984.6480614,4075.307537,2663.004704,257.1852673,56.64873729
Embraer E190,0.02391,0.03225,10.16175,451.2858021,619.7892387,521.7730592,60.41239184,13.30669424
Embraer E190,0.02391,0.03225,10.16175,256.2273867,543.6542587,493.8307503,83.52800987,18.39824006
Embraer E190,0.02391,0.03225,10.16175,1023.952329,1992.624323,1829.001711,58.14241952,12.80670033
Embraer E190,0.02391,0.03225,10.16175,362.5296556,971.3190849,746.3458422,82.9048447,18.26097901
Embraer E190,0.02391,0.03225,10.16175,160.5474554,253.6495391,231.267093,43.99919224,9.691452035
Embraer E190,0.02391,0.03225,10.16175,247.7351812,933.2312969,760.0836977,145.5856041,32.06731368
Embraer E190,0.02391,0.03225,10.16175,1466.169349,5021.444742,2462.5168,393.4324059,86.65912024
Embraer E190,0.02391,0.03225,10.16175,509.1984728,795.4181996,654.5520132,218.5642726,48.14191026
Embraer E190,0.02391,0.03225,10.16175,123.7875648,383.4586543,206.1897754,112.1538234,24.70348533
Embraer E190,0.02391,0.03225,10.16175,274.6016973,1224.973084,576.650432,12.731431,2.804279956
Embraer E190,0.02391,0.03225,10.16175,574.1587595,2457.464597,740.4881567,187.4046484,41.27855692
Embraer E190,0.02391,0.03225,10.16175,506.924561,2500.593348,1812.6479,100.667568,22.17347313
Embraer E190,0.02391,0.03225,10.16175,429.7883241,1464.766118,908.3802229,77.52566604,17.07613789
Embraer E190,0.02391,0.03225,10.16175,1221.321731,1228.575258,1224.559688,410.3079409,90.37619844
Embraer E190,0.02391,0.03225,10.16175,247.9947953,969.9644195,401.3899513,7.744661306,1.705872534
Embraer E190,0.02391,0.03225,10.16175,426.7537257,748.4673768,546.8304975,58.7882887,12.94896227
Embraer E190,0.02391,0.03225,10.16175,288.8735824,714.4376,327.0322919,65.1425629,14.34858214
Embraer E190,0.02391,0.03225,10.16175,86.21121179,424.1532794,95.29439423,418.9214722,92.27345203
Embraer E190,0.02391,0.03225,10.16175,2411.731589,11453.72658,3221.339733,56.8761747,12.52779178
Embraer E190,0.02391,0.03225,10.16175,685.8268979,2831.018664,2150.293803,494.4809671,108.9165126
Embraer E190,0.02391,0.03225,10.16175,981.2440464,4232.023984,2046.473478,241.5867939,53.2129502
Embraer E190,0.02391,0.03225,10.16175,553.705051,1426.324015,850.1917958,41.28561788,9.093748432
Embraer E190,0.02391,0.03225,10.16175,422.3624981,1012.716107,580.7392152,233.2475165,51.37610496
Embraer E190,0.02391,0.03225,10.16175,1203.035114,4111.828946,2942.720211,352.0264166,77.53885828
Embraer E190,0.02391,0.03225,10.16175,779.9476579,1985.791361,1590.799102,532.4756285,117.2853807
Embraer E190,0.02391,0.03225,10.16175,484.9821221,1032.993852,853.6125219,174.7929675,38.50065363
Embraer E190,0.02391,0.03225,10.16175,2793.27401,11903.52885,3791.324152,392.2923896,86.40801533
Embraer E190,0.02391,0.03225,10.16175,432.3274062,2086.799866,1660.663998,203.4365847,44.80982042
Embraer E190,0.02391,0.03225,10.16175,314.1603486,758.4482017,347.1565878,67.40471934,14.84685448
Embraer E190,0.02391,0.03225,10.16175,1378.584131,5435.993166,3222.551103,369.8449618,81.46364797
Embraer E190,0.02391,0.03225,10.16175,195.4295951,789.476284,446.6845239,297.3667793,65.49929059
Embraer E190,0.02391,0.03225,10.16175,1118.056278,2854.747245,1282.781567,382.7298643,84.30173222
Embraer E190,0.02391,0.03225,10.16175,606.2537575,723.0450575,691.0988418,180.1667677,39.68431007
Embraer E190,0.02391,0.03225,10.16175,860.8150867,1442.844593,911.4378837,210.7613521,46.42320531
Embraer E190,0.02391,0.03225,10.16175,722.7955239,1500.229309,985.729215,778.2985129,171.4313905
Embraer E190,0.02391,0.03225,10.16175,81.47339674,254.3637182,191.6883977,121.7530257,26.81784707
Embraer E190,0.02391,0.03225,10.16175,527.5971037,2135.753475,1386.155428,224.1215614,49.36598269
Embraer E190,0.02391,0.03225,10.16175,870.5135073,3192.258086,1169.470234,101.4100566,22.33701687
Embraer E190,0.02391,0.03225,10.16175,386.6011782,956.7024692,668.7547692,73.02738611,16.08532734
Embraer E190,0.02391,0.03225,10.16175,1388.212217,2128.757928,1954.722999,311.4989399,68.6121013
Embraer E190,0.02391,0.03225,10.16175,2212.333834,2990.956037,2534.320785,699.7173441,154.122763
Embraer E190,0.02391,0.03225,10.16175,780.9408359,1757.304763,1623.715946,318.5106457,70.15652989
Embraer E190,0.02391,0.03225,10.16175,1940.050108,5775.329317,4125.587,749.8434219,165.1637493
Embraer E190,0.02391,0.03225,10.16175,553.6800668,1585.337799,1438.131336,17.99917665,3.964576355
Embraer E190,0.02391,0.03225,10.16175,3913.247477,5022.258194,4797.868815,506.2947178,111.5186603
Embraer E190,0.02391,0.03225,10.16175,874.457595,2099.736551,1485.484085,152.6834757,33.63072152
Embraer E190,0.02391,0.03225,10.16175,765.4640766,3718.842229,1270.136793,12.5072487,2.754900595
Embraer E190,0.02391,0.03225,10.16175,74.67124727,315.2755811,279.007565,54.81294672,12.07333628
Embraer E190,0.02391,0.03225,10.16175,345.2889509,1553.506302,888.0198727,421.5626051,92.85519936
Embraer E190,0.02391,0.03225,10.16175,286.0996578,639.2931592,578.8957516,224.8367083,49.52350403
Embraer E190,0.02391,0.03225,10.16175,45.81310375,156.9017911,105.7596336,97.4820009,21.47180637
Embraer E190,0.02391,0.03225,10.16175,17.61283505,80.25423853,74.0343276,143.6073421,31.63157315
Embraer E190,0.02391,0.03225,10.16175,877.0602427,1861.180357,1522.352653,274.8954017,60.54964795
Embraer E190,0.02391,0.03225,10.16175,1257.476975,5635.640745,3903.295176,1201.935673,264.7435403
Embraer E190,0.02391,0.03225,10.16175,570.5110745,1869.764697,1771.262291,137.8240774,30.3577263
Embraer E190,0.02391,0.03225,10.16175,1392.844726,5877.424946,3868.96872,1459.349783,321.4426835
Embraer E190,0.02391,0.03225,10.16175,300.234901,755.1835421,747.401914,99.61697145,21.9420642
Embraer E190,0.02391,0.03225,10.16175,455.6116585,1125.617135,660.4036626,52.65372292,11.59773633
Embraer E190,0.02391,0.03225,10.16175,982.005338,3407.049591,2986.5627,969.2422445,213.4894812
Embraer E190,0.02391,0.03225,10.16175,1255.15129,1628.180773,1595.816773,298.5640975,65.76301707
Embraer E190,0.02391,0.03225,10.16175,172.7519326,697.0215541,187.6131293,80.36092564,17.70064441
Embraer E190,0.02391,0.03225,10.16175,676.6008969,1405.236233,872.3410646,232.0365576,51.10937392
Embraer E190,0.02391,0.03225,10.16175,93.71705752,328.4544655,194.8617266,667.2509567,146.9715764
Embraer E190,0.02391,0.03225,10.16175,1494.25841,3437.912031,3332.66883,327.6310012,72.16541877
Embraer E190,0.02391,0.03225,10.16175,306.4272189,906.358192,330.2498372,136.4036384,30.04485427
Embraer E190,0.02391,0.03225,10.16175,576.8092555,2431.899696,850.2815994,454.7231071,100.1592747
Embraer E190,0.02391,0.03225,10.16175,721.8015969,2571.811865,2149.545063,148.0067737,32.60061095
Embraer E190,0.02391,0.03225,10.16175,3482.488858,9181.399291,4755.896045,1754.910595,386.5441839
Embraer E190,0.02391,0.03225,10.16175,629.6140722,1457.947975,1420.09774,196.3106531,43.24023196
Embraer E190,0.02391,0.03225,10.16175,452.8041371,1178.31538,802.0813309,340.1158171,74.91537822
Embraer E190,0.02391,0.03225,10.16175,2694.213459,4513.858128,4057.653262,143.0568189,31.51031253
Embraer E190,0.02391,0.03225,10.16175,241.230087,1033.064505,935.1215832,326.1792233,71.8456439
Embraer E190,0.02391,0.03225,10.16175,219.9851636,492.6995632,265.2105752,82.55727937,18.18442277
Embraer E190,0.02391,0.03225,10.16175,658.2808997,1711.459709,1314.355409,131.6314333,28.99370778
Embraer E190,0.02391,0.03225,10.16175,194.2303235,638.0132902,392.5636157,258.0917069,56.84839359
Embraer E190,0.02391,0.03225,10.16175,479.0023111,1196.731643,1165.795793,148.6074996,32.73292943
Embraer E190,0.02391,0.03225,10.16175,909.4052845,3022.386621,1102.885211,244.6178083,53.88057452
Embraer E190,0.02391,0.03225,10.16175,1468.139252,5184.441688,3316.526648,525.0559211,115.6510839
Embraer E190,0.02391,0.03225,10.16175,226.0127674,471.8400907,315.9974493,110.9248939,24.43279601
Embraer E190,0.02391,0.03225,10.16175,566.3178566,1133.162842,947.8004395,150.7897761,33.21360707
Embraer E190,0.02391,0.03225,10.16175,412.9309854,1267.690352,567.9648718,218.7908939,48.19182685
Embraer E190,0.02391,0.03225,10.16175,206.0818321,981.5128717,643.0856546,193.5048432,42.62221216
Embraer E190,0.02391,0.03225,10.16175,172.7674587,813.1420408,398.757175,65.29709286,14.38261957
Embraer E190,0.02391,0.03225,10.16175,936.0151415,2642.664471,1723.188542,101.700693,22.4010337
Embraer E190,0.02391,0.03225,10.16175,51.62990525,97.6682624,84.05718959,245.550568,54.08602819
Embraer E190,0.02391,0.03225,10.16175,125.1147732,492.0333635,261.3194497,30.24991048,6.662975877
